alpha_ltp,Hit@10,Recall@10,NDCG@10,MRR@10,Hit@20,Recall@20,NDCG@20,MRR@20,Hit@10_synthetic
0.0,0.08124419684308264,0.08124419684308264,0.044612392463667605,0.03355422175060058,0.12534818941504178,0.12534818941504178,0.05586968465186405,0.03669655215928835,0.12
0.25,0.08774373259052926,0.08774373259052926,0.04689618910827459,0.034594184315632784,0.1327762302692665,0.1327762302692665,0.058254329778855994,0.03769830354771324,0.132
0.5,0.08681522748375117,0.08681522748375117,0.04770203238583559,0.03590514509734566,0.13184772516248838,0.13184772516248838,0.05903595546599867,0.03898831612208122,0.132
0.75,0.07706592386258124,0.07706592386258124,0.04053372604367873,0.029613417635701758,0.11234911792014857,0.11234911792014857,0.049539794767634426,0.03213060164440849,0.112
1.0,0.022284122562674095,0.022284122562674095,0.011675041799806461,0.008490110683703998,0.04874651810584958,0.04874651810584958,0.018388353621654814,0.010344388785373375,0.012
