seed,sample_id,rank_full,rank_noLTP,rank_noSTI,ndcg10_full,ndcg10_noLTP,ndcg10_noSTI,overlap10_noLTP,overlap10_noSTI,driver
7,syn/con3/21661/10/147826,2,4,83,0.6309297535714575,0.43067655807339306,0.0,1.0,0.0,STI-driven
7,syn/con2/23182/15/101264,948,2453,193,0.0,0.0,0.0,0.7,0.3,Jointly-driven
7,syn/con1/22185/5/195424,7,8,34,0.3333333333333333,0.31546487678572877,0.0,0.9,0.3,STI-driven
7,syn/con1/23298/8/181370,2905,4187,1328,0.0,0.0,0.0,0.4,0.4,Jointly-driven
7,syn/ove1/20621/7/124848,23,25,743,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/20825/9/194044,199,702,102,0.0,0.0,0.0,0.4,0.3,Jointly-driven
7,syn/con3/22073/8/176702,5337,5279,3165,0.0,0.0,0.0,0.6,0.2,STI-driven
7,syn/con1/21585/4/140771,20,19,757,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/ove2/22707/15/189705,1,2,296,1.0,0.6309297535714575,0.0,1.0,0.0,STI-driven
7,syn/ove3/21022/5/193368,9,13,353,0.3010299956639812,0.0,0.0,0.8,0.1,Jointly-driven
7,syn/ove3/20862/11/148947,99,99,901,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con2/20301/5/85637,8,6,1594,0.31546487678572877,0.3562071871080222,0.0,0.8,0.1,STI-driven
7,syn/con3/22169/6/195012,7,14,6,0.3333333333333333,0.0,0.3562071871080222,0.9,0.1,Jointly-driven
7,syn/con2/21414/7/170059,260,114,892,0.0,0.0,0.0,0.7,0.6,Jointly-driven
7,syn/con3/21942/8/136000,18,18,332,0.0,0.0,0.0,0.7,0.1,STI-driven
7,syn/ove1/23192/8/117907,41,64,109,0.0,0.0,0.0,0.8,0.1,Jointly-driven
7,syn/ove3/22966/3/204794,2,2,46,0.6309297535714575,0.6309297535714575,0.0,0.9,0.0,STI-driven
7,syn/con3/20855/17/78943,3212,3862,1438,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/21689/8/150887,30,33,444,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/con3/22332/8/114759,1022,1323,478,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/ove3/21807/4/144550,32,31,374,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/con1/21024/9/112284,2056,2129,1982,0.0,0.0,0.0,0.4,0.7,LTP-driven
7,syn/con3/20413/4/101775,458,410,3069,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/con1/21866/6/141928,534,623,151,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/21622/6/204974,1,1,9,1.0,1.0,0.3010299956639812,0.3,0.3,Jointly-driven
7,syn/con3/22479/5/123995,486,800,341,0.0,0.0,0.0,0.7,0.0,STI-driven
7,syn/con3/22548/8/150451,33,33,869,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/20905/16/175165,907,1713,310,0.0,0.0,0.0,0.4,0.3,Jointly-driven
7,syn/con1/22531/4/162658,30,30,676,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/20778/13/150421,8,12,69,0.31546487678572877,0.0,0.0,0.8,0.0,STI-driven
7,syn/con2/22630/17/159194,771,2077,594,0.0,0.0,0.0,0.7,0.0,STI-driven
7,syn/con2/23108/9/120948,916,1201,359,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/22211/4/93115,15,19,77,0.0,0.0,0.0,0.9,0.1,STI-driven
7,syn/con2/21863/7/192815,264,377,194,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/ove2/23322/6/205163,153,146,2238,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/con2/22917/3/82894,287,79,1818,0.0,0.0,0.0,0.7,0.4,STI-driven
7,syn/con3/20735/12/150451,64,207,35,0.0,0.0,0.0,0.5,0.2,Jointly-driven
7,syn/ove2/22721/4/77376,18,19,973,0.0,0.0,0.0,0.9,0.1,STI-driven
7,syn/con3/20847/4/83552,29,33,51,0.0,0.0,0.0,0.5,0.4,Jointly-driven
7,syn/con1/20847/14/108801,169,242,154,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con2/22956/9/98028,50,62,2012,0.0,0.0,0.0,0.6,0.0,Jointly-driven
7,syn/con2/23197/5/120003,30,77,385,0.0,0.0,0.0,0.5,0.0,Jointly-driven
7,syn/con3/21621/2/79278,1243,1278,1584,0.0,0.0,0.0,0.7,0.0,STI-driven
7,syn/con2/21305/6/106388,30,31,710,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/ove3/21035/8/111540,26,53,48,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/con1/21116/3/182709,5,5,1754,0.38685280723454163,0.38685280723454163,0.0,1.0,0.0,STI-driven
7,syn/con3/20112/12/85082,2849,2294,4252,0.0,0.0,0.0,0.4,0.4,Jointly-driven
7,syn/con2/21780/13/178715,4,5,909,0.43067655807339306,0.38685280723454163,0.0,0.7,0.0,Jointly-driven
7,syn/con3/20732/13/159885,103,181,141,0.0,0.0,0.0,0.0,0.5,Jointly-driven
7,syn/con2/21852/8/131730,239,176,940,0.0,0.0,0.0,0.6,0.2,STI-driven
7,syn/ove2/22059/5/204963,11,10,404,0.0,0.2890648263178879,0.0,0.8,0.0,STI-driven
7,syn/ove2/23190/6/125431,5,8,47,0.38685280723454163,0.31546487678572877,0.0,1.0,0.0,STI-driven
7,syn/con3/22556/15/108278,5930,6245,2880,0.0,0.0,0.0,0.9,0.1,STI-driven
7,syn/con3/21402/3/114560,2100,2396,1265,0.0,0.0,0.0,0.5,0.1,STI-driven
7,syn/con2/21362/4/168664,1366,1514,1746,0.0,0.0,0.0,0.7,0.1,STI-driven
7,syn/con2/20848/7/128782,3897,5045,1320,0.0,0.0,0.0,0.6,0.3,Jointly-driven
7,syn/con3/20057/7/136632,117,121,267,0.0,0.0,0.0,0.7,0.4,Jointly-driven
7,syn/con1/22009/10/197186,35,38,550,0.0,0.0,0.0,1.0,0.0,Jointly-driven
7,syn/con2/20378/3/188302,793,1839,174,0.0,0.0,0.0,0.6,0.4,Jointly-driven
7,syn/ove1/21204/13/205163,5,10,7,0.38685280723454163,0.2890648263178879,0.3333333333333333,1.0,0.2,STI-driven
7,syn/con2/20900/9/90975,2798,2273,5257,0.0,0.0,0.0,0.8,0.2,STI-driven
7,syn/con1/20820/10/159885,1336,716,3714,0.0,0.0,0.0,0.6,0.1,Jointly-driven
7,syn/ove1/21913/6/147669,3,4,362,0.5,0.43067655807339306,0.0,0.9,0.0,Jointly-driven
7,syn/ove1/22955/4/166583,424,370,1445,0.0,0.0,0.0,0.5,0.3,Jointly-driven
7,syn/ove1/21657/4/129966,9,9,1342,0.3010299956639812,0.3010299956639812,0.0,1.0,0.0,STI-driven
7,syn/ove1/21891/12/142823,1030,1293,617,0.0,0.0,0.0,0.8,0.2,Jointly-driven
7,syn/ove2/22190/5/205435,107,77,3197,0.0,0.0,0.0,0.8,0.0,Jointly-driven
7,syn/con3/21868/11/116125,932,590,1734,0.0,0.0,0.0,0.3,0.3,Jointly-driven
7,syn/con2/22298/12/204870,390,427,666,0.0,0.0,0.0,0.8,0.1,STI-driven
7,syn/ove2/21863/2/204870,123,195,37,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/con2/21788/6/134719,1761,1384,2471,0.0,0.0,0.0,0.4,0.4,Jointly-driven
7,syn/ove1/22326/13/152521,5,7,48,0.38685280723454163,0.3333333333333333,0.0,0.9,0.0,STI-driven
7,syn/ove3/21695/7/113035,211,117,4313,0.0,0.0,0.0,0.8,0.0,Jointly-driven
7,syn/ove2/23190/13/112792,1,1,28,1.0,1.0,0.0,1.0,0.0,STI-driven
7,syn/con1/22036/8/100646,250,640,142,0.0,0.0,0.0,0.3,0.3,Jointly-driven
7,syn/con3/20995/11/204974,40,166,9,0.0,0.0,0.3010299956639812,0.6,0.0,STI-driven
7,syn/con1/21368/10/126656,913,1356,421,0.0,0.0,0.0,0.6,0.1,STI-driven
7,syn/con2/20974/9/205430,561,1232,273,0.0,0.0,0.0,0.5,0.5,Jointly-driven
7,syn/con1/22760/7/134064,202,385,337,0.0,0.0,0.0,0.3,0.2,Jointly-driven
7,syn/ove2/20909/3/78340,17,14,1324,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/con1/21905/3/141578,359,479,292,0.0,0.0,0.0,0.6,0.3,STI-driven
7,syn/con1/21530/6/161313,1270,825,2287,0.0,0.0,0.0,0.6,0.3,Jointly-driven
7,syn/con1/21410/8/202190,2635,4451,174,0.0,0.0,0.0,0.5,0.3,Jointly-driven
7,syn/ove1/20712/5/206021,146,135,1573,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/ove3/21841/6/200228,80,113,59,0.0,0.0,0.0,0.9,0.2,Jointly-driven
7,syn/con3/22999/13/198004,36,31,1544,0.0,0.0,0.0,1.0,0.1,STI-driven
7,syn/ove3/22556/13/163708,1054,1282,739,0.0,0.0,0.0,0.7,0.4,Jointly-driven
7,syn/con3/23164/3/88463,9,20,98,0.3010299956639812,0.0,0.0,0.7,0.1,Jointly-driven
7,syn/con1/21783/15/178502,287,248,821,0.0,0.0,0.0,0.9,0.0,Jointly-driven
7,syn/con3/20737/14/204870,57,128,152,0.0,0.0,0.0,0.6,0.2,STI-driven
7,syn/ove3/23150/2/206087,4013,4120,1737,0.0,0.0,0.0,0.7,0.0,Jointly-driven
7,syn/con2/21287/2/157187,5493,5209,5402,0.0,0.0,0.0,0.5,0.2,Jointly-driven
7,syn/con2/21913/10/193041,1911,1416,2684,0.0,0.0,0.0,0.4,0.4,Jointly-driven
7,syn/con3/20949/8/114633,579,1288,568,0.0,0.0,0.0,0.5,0.3,Jointly-driven
7,syn/con3/22548/10/90253,615,2055,314,0.0,0.0,0.0,0.3,0.0,Jointly-driven
7,syn/con3/22158/12/78504,19,19,616,0.0,0.0,0.0,1.0,0.1,STI-driven
7,syn/con1/22326/13/91332,34,38,286,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/21876/4/112069,244,239,580,0.0,0.0,0.0,0.9,0.1,STI-driven
7,syn/ove3/21781/15/111918,74,61,537,0.0,0.0,0.0,0.9,0.0,Jointly-driven
7,syn/con1/21405/8/160038,538,475,859,0.0,0.0,0.0,0.6,0.2,STI-driven
7,syn/con2/21710/13/169487,565,549,825,0.0,0.0,0.0,0.7,0.4,Jointly-driven
7,syn/con2/23298/6/184089,428,164,1624,0.0,0.0,0.0,0.5,0.4,Jointly-driven
7,syn/con3/21985/10/204899,315,87,2649,0.0,0.0,0.0,0.3,0.1,Jointly-driven
7,syn/con3/21026/8/78186,354,249,1400,0.0,0.0,0.0,0.5,0.3,Jointly-driven
7,syn/con3/22158/6/134106,22,22,482,0.0,0.0,0.0,0.8,0.0,STI-driven
7,syn/con2/21852/6/107420,2774,1955,3985,0.0,0.0,0.0,0.5,0.1,Jointly-driven
7,syn/con1/22482/11/159885,32,33,854,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con3/21530/6/101794,57,31,1140,0.0,0.0,0.0,0.7,0.3,Jointly-driven
7,syn/ove2/21926/2/146872,30,29,673,0.0,0.0,0.0,0.9,0.0,STI-driven
7,syn/con1/22161/5/184206,1600,1362,1809,0.0,0.0,0.0,0.5,0.2,Jointly-driven
7,syn/ove2/21689/5/194583,6,4,1880,0.3562071871080222,0.43067655807339306,0.0,0.9,0.0,STI-driven
7,syn/ove3/20454/10/152496,11,10,4936,0.0,0.2890648263178879,0.0,0.7,0.0,Jointly-driven
7,syn/con1/23199/13/115250,100,183,468,0.0,0.0,0.0,0.3,0.1,Jointly-driven
7,syn/con2/21911/7/76781,68,62,1639,0.0,0.0,0.0,1.0,0.0,STI-driven
7,syn/con2/21315/16/107420,709,241,4063,0.0,0.0,0.0,0.5,0.0,STI-driven
7,syn/ove1/20949/11/137424,11,8,1104,0.0,0.31546487678572877,0.0,0.9,0.0,STI-driven
7,syn/ove1/21657/7/147934,3,3,185,0.5,0.5,0.0,0.9,0.0,STI-driven
