model,seed,epoch,rec,rel,act,valid_hit@10,n_self_train_relabelled
KBRD-style,123,4,6.2933469543170535,0.0,0.0,0.1649251623835075,0
KBRD-style,123,5,6.159511379476412,0.0,0.0,0.1669020050833098,0
KBRD-style,123,6,6.031812072210708,0.0,0.0,0.16718441118328156,0
KBRD-style,123,7,5.910282899218785,0.0,0.0,0.15730019768426998,0
KBRD-style,123,8,5.7942470932130945,0.0,0.0,0.1550409488844959,0
KBRD-style,123,9,5.667014708543675,0.0,0.0,0.1536289183846371,0
AIPA w/o relationship,123,1,7.81923534844097,0.7747552702174355,0.42268799905068116,0.13244846088675516,0
AIPA w/o relationship,123,2,6.755426877595318,0.5687173721158957,0.22831656456549573,0.14572154758542785,0
AIPA w/o relationship,123,3,6.461944321019399,0.5214710333948296,0.18017119599305617,0.15475854278452414,0
AIPA w/o relationship,123,4,6.277363477131907,0.5006808313117079,0.15911989732217274,0.15278170008472183,159
AIPA w/o relationship,123,5,6.120338862182048,0.4839494885560686,0.13954064679375938,0.15871222818412878,220
AIPA w/o relationship,123,6,5.9658526336636415,0.4705389588663222,0.12488424742431595,0.1516520756848348,728
AIPA w/o relationship,123,7,5.809628129448229,0.45845761172160526,0.11417777896808376,0.15391132448460887,226
AIPA w/o relationship,123,8,5.655223329636789,0.45208811322969744,0.10660638435804427,0.14628635978537136,296
AIPA w/o counterfactual,123,1,7.81866608347858,0.7754029144037281,0.42091819621834464,0.1321660547867834,0
AIPA w/o counterfactual,123,2,6.754227760611673,0.5693690450722918,0.21520307978948827,0.1474159841852584,0
AIPA w/o counterfactual,123,3,6.459923061247461,0.5226310440462498,0.1673667484183991,0.15475854278452414,0
AIPA w/o counterfactual,123,4,6.2750734707068245,0.5022831120262972,0.14861015644024164,0.1482632024851737,161
AIPA w/o counterfactual,123,5,6.1173956621799555,0.4864726564137766,0.13385235048795965,0.16153628918384638,211
AIPA w/o counterfactual,123,6,5.962487052785818,0.4741849460301028,0.12295946220619651,0.15193448178480656,720
AIPA w/o counterfactual,123,7,5.80461011950256,0.4630832564571243,0.11213679566948703,0.15419373058458063,229
AIPA w/o counterfactual,123,8,5.649822364688498,0.45840468932264067,0.11015255059173741,0.14402711098559728,354
AIPA w/o clarification,123,1,7.810208139607534,0.7709106692160378,0.28542443441762244,0.1335780852866422,0
AIPA w/o clarification,123,2,6.741932705866102,0.5636845352889962,0.16524381267563226,0.15447613668455237,0
AIPA w/o clarification,123,3,6.461333425818841,0.5207529093041886,0.12061981397017324,0.150240045184976,0
AIPA w/o clarification,123,4,6.278771445778534,0.49992376957824514,0.10189734639008699,0.15532335498446767,235
AIPA w/o clarification,123,5,6.113249565558698,0.4890781490164685,0.09175216691290786,0.1488280146851172,681
AIPA w/o clarification,123,6,5.9621689276623755,0.47694839928267374,0.08098028479456834,0.15532335498446767,574
AIPA w/o clarification,123,7,5.80519945352645,0.4672628858648405,0.07212948594683212,0.15108726348489127,645
AIPA w/o persistence,123,1,7.818599699621969,0.7641367229011841,0.40674717779955677,0.13244846088675516,0
AIPA w/o persistence,123,2,6.750127125629307,0.561581796483169,0.2082558061102464,0.15391132448460887,0
AIPA w/o persistence,123,3,6.4680843935048244,0.5203105300302099,0.1669875378553176,0.1516520756848348,0
