model,seed,epoch,rec,rel,act,valid_hit@10,n_self_train_relabelled
AIPA w/o persistence,123,4,6.284944875016083,0.49874430561703686,0.14736012161197007,0.1578650098842135,173
AIPA w/o persistence,123,5,6.1191858840254385,0.48902776955562743,0.13646718454772083,0.14769839028523016,761
AIPA w/o persistence,123,6,5.969171097308136,0.4766369064417313,0.12339729709244245,0.1522168878847783,633
AIPA w/o persistence,123,7,5.814974043292564,0.4650197807830039,0.11209920332451057,0.1530641061846936,536
AIPA (rule policy),123,1,7.822457636061703,0.7720149126480268,0.0,0.1364021462863598,0
AIPA (rule policy),123,2,6.744612157789231,0.5642787118771652,0.0,0.15052245128494776,0
AIPA (rule policy),123,3,6.45758669194665,0.5219047861452769,0.0,0.1570177915842982,0
AIPA (rule policy),123,4,6.267937111407878,0.5073956647875756,0.0,0.15730019768426998,445
AIPA (rule policy),123,5,6.111669600548062,0.49619904551825245,0.0,0.14995763908500423,722
AIPA (rule policy),123,6,5.970361672244659,0.48186789590999607,0.0,0.1468511719853149,214
AIPA (rule policy),123,7,5.806798027157929,0.4726960436327805,0.0,0.1355549279864445,274
AIPA (full),123,1,7.818599699621969,0.7641367229011841,0.40674717779955677,0.13244846088675516,0
AIPA (full),123,2,6.750127125629307,0.561581796483169,0.2082558061102464,0.15391132448460887,0
AIPA (full),123,3,6.4680843935048244,0.5203105300302099,0.1669875378553176,0.1516520756848348,0
AIPA (full),123,4,6.284944875016083,0.49874430561703686,0.14736012161197007,0.1578650098842135,173
AIPA (full),123,5,6.1191858840254385,0.48902776955562743,0.13646718454772083,0.14769839028523016,761
AIPA (full),123,6,5.969171097308136,0.4766369064417313,0.12339729709244245,0.1522168878847783,633
AIPA (full),123,7,5.814974043292564,0.4650197807830039,0.11209920332451057,0.1530641061846936,536
LTP-only,2024,1,8.235767236459353,0.0,0.0,0.05648121999435188,0
LTP-only,2024,2,7.622514549487358,0.0,0.0,0.06297656029370234,0
LTP-only,2024,3,7.49322601778144,0.0,0.0,0.05845806269415419,0
LTP-only,2024,4,7.408125261912276,0.0,0.0,0.05817565659418243,0
LTP-only,2024,5,7.319765111007217,0.0,0.0,0.06099971759390003,0
STI-only,2024,1,7.839294334471919,0.0,0.0,0.1364021462863598,0
STI-only,2024,2,6.765502623453144,0.0,0.0,0.16068907088393108,0
STI-only,2024,3,6.495167022354771,0.0,0.0,0.16464275628353572,0
STI-only,2024,4,6.3322184959609995,0.0,0.0,0.16266591358373342,0
STI-only,2024,5,6.200389271544211,0.0,0.0,0.1621011013837899,0
STI-only,2024,6,6.078612398177525,0.0,0.0,0.16238350748376165,0
Naive fusion,2024,1,7.78799788278241,0.0,0.0,0.13611974018638803,0
Naive fusion,2024,2,6.720405648646274,0.0,0.0,0.15927704038407228,0
Naive fusion,2024,3,6.442477079610796,0.0,0.0,0.16520756848347926,0
Naive fusion,2024,4,6.256827085391723,0.0,0.0,0.15249929398475007,0
Naive fusion,2024,5,6.092284431317376,0.0,0.0,0.1522168878847783,0
Naive fusion,2024,6,5.934738358819613,0.0,0.0,0.15447613668455237,0
Adaptive fusion,2024,1,7.788680105248394,0.0,0.0,0.14289748658571025,0
Adaptive fusion,2024,2,6.7170520443281925,0.0,0.0,0.15617057328438294,0
Adaptive fusion,2024,3,6.436337435597489,0.0,0.0,0.15052245128494776,0
Adaptive fusion,2024,4,6.258769234087224,0.0,0.0,0.15278170008472183,0
Adaptive fusion,2024,5,6.0908974164854115,0.0,0.0,0.15814741598418525,0
Adaptive fusion,2024,6,5.933964414981564,0.0,0.0,0.15249929398475007,0
Adaptive fusion,2024,7,5.771017258659127,0.0,0.0,0.14628635978537136,0
Adaptive fusion,2024,8,5.613050400776069,0.0,0.0,0.14572154758542785,0
Sequential (GRU),2024,1,8.182915284428528,0.0,0.0,0.07681445919231855,0
Sequential (GRU),2024,2,7.349474756512702,0.0,0.0,0.09517085569048292,0
Sequential (GRU),2024,3,7.125979220625073,0.0,0.0,0.09855972889014403,0
Sequential (GRU),2024,4,6.971325507486047,0.0,0.0,0.09968935329003106,0
Sequential (GRU),2024,5,6.826516751007349,0.0,0.0,0.09771251059022874,0
Sequential (GRU),2024,6,6.670233147103529,0.0,0.0,0.0946060434905394,0
Sequential (GRU),2024,7,6.508132574243646,0.0,0.0,0.08867551539113244,0
Conversation-aware,2024,1,8.00942272325854,0.0,0.0,0.12425868398757413,0
Conversation-aware,2024,2,6.887887817063533,0.0,0.0,0.1482632024851737,0
Conversation-aware,2024,3,6.598824556577886,0.0,0.0,0.15588816718441117,0
Conversation-aware,2024,4,6.423625569441435,0.0,0.0,0.1564529793843547,0
Conversation-aware,2024,5,6.281954044071786,0.0,0.0,0.1550409488844959,0
Conversation-aware,2024,6,6.1570814661098865,0.0,0.0,0.16068907088393108,0
Conversation-aware,2024,7,6.0287557490925705,0.0,0.0,0.15673538548432647,0
Conversation-aware,2024,8,5.91154722702903,0.0,0.0,0.15278170008472183,0
Conversation-aware,2024,9,5.791668607986753,0.0,0.0,0.15193448178480656,0
SASRec,2024,1,12.925026858036842,0.0,0.0,0.058740468794125957,0
SASRec,2024,2,8.196723019841132,0.0,0.0,0.05648121999435188,0
SASRec,2024,3,7.820877037160041,0.0,0.0,0.062129341993787064,0
SASRec,2024,4,7.666197387495285,0.0,0.0,0.07201355549279864,0
SASRec,2024,5,7.55231658744569,0.0,0.0,0.07935611409206439,0
SASRec,2024,6,7.466149643768546,0.0,0.0,0.08500423609149958,0
SASRec,2024,7,7.399556010999509,0.0,0.0,0.08613386049138662,0
SASRec,2024,8,7.329401544566217,0.0,0.0,0.08839310929116069,0
SASRec,2024,9,7.261713833585626,0.0,0.0,0.08811070319118892,0
SASRec,2024,10,7.204623057540183,0.0,0.0,0.08980513979101949,0
SASRec,2024,11,7.144033160679085,0.0,0.0,0.09347641909065235,0
SASRec,2024,12,7.080515002265746,0.0,0.0,0.09404123129059588,0
SASRec,2024,13,7.024333896752801,0.0,0.0,0.09375882519062412,0
SASRec,2024,14,6.961351353579881,0.0,0.0,0.09432363739056764,0
SASRec,2024,15,6.895692781839267,0.0,0.0,0.09404123129059588,0
SASRec,2024,16,6.824989891639194,0.0,0.0,0.09262920079073708,0
SASRec,2024,17,6.7541801286869125,0.0,0.0,0.09686529229031347,0
SASRec,2024,18,6.677519102577235,0.0,0.0,0.09488844959051115,0
SASRec,2024,19,6.596818444074869,0.0,0.0,0.09855972889014403,0
SASRec,2024,20,6.532226279846995,0.0,0.0,0.0946060434905394,0
KBRD-style,2024,1,7.978305793120753,0.0,0.0,0.1341428974865857,0
KBRD-style,2024,2,6.734921543813368,0.0,0.0,0.16097147698390285,0
KBRD-style,2024,3,6.4492056255171475,0.0,0.0,0.1640779440835922,0
KBRD-style,2024,4,6.29307502971484,0.0,0.0,0.1649251623835075,0
KBRD-style,2024,5,6.163990518571859,0.0,0.0,0.16520756848347926,0
KBRD-style,2024,6,6.043684630410401,0.0,0.0,0.15871222818412878,0
KBRD-style,2024,7,5.9253055995500254,0.0,0.0,0.15447613668455237,0
KBRD-style,2024,8,5.801492236827532,0.0,0.0,0.15391132448460887,0
AIPA w/o relationship,2024,1,7.8096864312233505,0.7776020799257704,0.4257556461285631,0.13470770968652923,0
AIPA w/o relationship,2024,2,6.752390315714134,0.5668467646649288,0.22276790787997172,0.14995763908500423,0
AIPA w/o relationship,2024,3,6.4715587378963875,0.5195302354831471,0.17517760269628882,0.16012425868398758,0
AIPA w/o relationship,2024,4,6.283928834076213,0.4944231416221568,0.15367606319463864,0.16125388308387462,177
AIPA w/o relationship,2024,5,6.127897901726116,0.4797354283943173,0.13533355580678222,0.1578650098842135,365
AIPA w/o relationship,2024,6,5.971148709615037,0.4650085111612082,0.1216106384073877,0.15532335498446767,382
AIPA w/o relationship,2024,7,5.818352281641644,0.45773895722832714,0.11197195294236952,0.15419373058458063,476
AIPA w/o counterfactual,2024,1,7.809538068143819,0.7779816726207333,0.4209103051575967,0.13527252188647274,0
AIPA w/o counterfactual,2024,2,6.750680157365353,0.567661211530903,0.20787332667982172,0.14967523298503246,0
AIPA w/o counterfactual,2024,3,6.469461112038819,0.5209845200884392,0.16497145233515192,0.16012425868398758,0
AIPA w/o counterfactual,2024,4,6.281012609485069,0.4963797193395404,0.14681635857261907,0.16379553798362045,116
AIPA w/o counterfactual,2024,5,6.124532466370051,0.4823195750858211,0.13178095689142738,0.15758260378424174,393
AIPA w/o counterfactual,2024,6,5.968267680319854,0.4690576811737641,0.12057315121347431,0.1570177915842982,366
AIPA w/o counterfactual,2024,7,5.813603250426332,0.46184581133069325,0.11141685836866162,0.150240045184976,417
AIPA w/o clarification,2024,1,7.79753941667121,0.7902758969527064,0.29460732367026976,0.13188364868681163,0
AIPA w/o clarification,2024,2,6.749196300879446,0.5746313693744288,0.16223767493023689,0.1530641061846936,0
AIPA w/o clarification,2024,3,6.468812050111051,0.5278647041849571,0.12378875053963517,0.15278170008472183,0
AIPA w/o clarification,2024,4,6.290524137164586,0.5010483038280648,0.10369220153795684,0.15758260378424174,218
AIPA w/o clarification,2024,5,6.123018783340452,0.4848011518072236,0.09038574742840359,0.15475854278452414,421
AIPA w/o clarification,2024,6,5.968907880908486,0.47297908381119314,0.08000465104783094,0.14769839028523016,714
AIPA w/o clarification,2024,7,5.8188796219997565,0.4612563953780916,0.07059897432459333,0.1403558316859644,748
AIPA w/o persistence,2024,1,7.801965611767614,0.785463361121425,0.4280284137296107,0.13188364868681163,0
AIPA w/o persistence,2024,2,6.7532882241039465,0.5725063892827842,0.21069463301400826,0.1522168878847783,0
AIPA w/o persistence,2024,3,6.473780314356006,0.5252610638705761,0.16919671323915897,0.15052245128494776,0
AIPA w/o persistence,2024,4,6.293829172418978,0.4996312107854786,0.14779055300911442,0.1550409488844959,216
AIPA w/o persistence,2024,5,6.128151249356142,0.48347331051780196,0.131479188276259,0.15560576108443944,424
AIPA w/o persistence,2024,6,5.973968323323685,0.47133389513527424,0.11997341996072104,0.1536289183846371,629
AIPA w/o persistence,2024,7,5.824803011085711,0.46070720903449974,0.10894981223605148,0.14487432928551255,701
AIPA w/o persistence,2024,8,5.668666010464304,0.4555654509959981,0.10374953998240377,0.1488280146851172,965
AIPA (rule policy),2024,1,7.80595120471441,0.775692025475119,0.0,0.1364021462863598,0
AIPA (rule policy),2024,2,6.744656440476916,0.5672146178580182,0.0,0.15136966958486303,0
AIPA (rule policy),2024,3,6.455846736414509,0.5231843416752818,0.0,0.15730019768426998,0
AIPA (rule policy),2024,4,6.278305155974363,0.5011519944997813,0.0,0.15617057328438294,132
AIPA (rule policy),2024,5,6.119122370306279,0.4861484541561845,0.0,0.158429822084157,273
AIPA (rule policy),2024,6,5.9625639722445705,0.4758250176101794,0.0,0.14967523298503246,820
AIPA (rule policy),2024,7,5.810596647022881,0.4643440563601882,0.0,0.14995763908500423,661
AIPA (rule policy),2024,8,5.660162473227182,0.45832195757067784,0.0,0.13809658288619034,492
AIPA (full),2024,1,7.801965611767614,0.785463361121425,0.4280284137296107,0.13188364868681163,0
AIPA (full),2024,2,6.7532882241039465,0.5725063892827842,0.21069463301400826,0.1522168878847783,0
AIPA (full),2024,3,6.473780314356006,0.5252610638705761,0.16919671323915897,0.15052245128494776,0
AIPA (full),2024,4,6.293829172418978,0.4996312107854786,0.14779055300911442,0.1550409488844959,216
AIPA (full),2024,5,6.128151249356142,0.48347331051780196,0.131479188276259,0.15560576108443944,424
AIPA (full),2024,6,5.973968323323685,0.47133389513527424,0.11997341996072104,0.1536289183846371,629
AIPA (full),2024,7,5.824803011085711,0.46070720903449974,0.10894981223605148,0.14487432928551255,701
AIPA (full),2024,8,5.668666010464304,0.4555654509959981,0.10374953998240377,0.1488280146851172,965
LTP-only,31337,1,8.238961405141673,0.0,0.0,0.06071731149392827,0
LTP-only,31337,2,7.6266288581756925,0.0,0.0,0.06269415419373059,0
LTP-only,31337,3,7.49179052314327,0.0,0.0,0.05817565659418243,0
LTP-only,31337,4,7.406060095888071,0.0,0.0,0.052809940694719004,0
LTP-only,31337,5,7.315349785672595,0.0,0.0,0.05309234679469076,0
STI-only,31337,1,7.806707524517671,0.0,0.0,0.14092064388590794,0
STI-only,31337,2,6.7744722293287705,0.0,0.0,0.1530641061846936,0
STI-only,31337,3,6.506792457987448,0.0,0.0,0.1640779440835922,0
STI-only,31337,4,6.3424900396137245,0.0,0.0,0.1550409488844959,0
STI-only,31337,5,6.213186910004212,0.0,0.0,0.15391132448460887,0
STI-only,31337,6,6.0849974488396255,0.0,0.0,0.15814741598418525,0
Naive fusion,31337,1,7.770961782806424,0.0,0.0,0.1335780852866422,0
Naive fusion,31337,2,6.734237781061099,0.0,0.0,0.15136966958486303,0
Naive fusion,31337,3,6.4585518293207755,0.0,0.0,0.15588816718441117,0
Naive fusion,31337,4,6.274335528003114,0.0,0.0,0.14769839028523016,0
Naive fusion,31337,5,6.111000756633303,0.0,0.0,0.14713357808528665,0
Naive fusion,31337,6,5.956602865291567,0.0,0.0,0.14515673538548432,0
Adaptive fusion,31337,1,7.776157761170865,0.0,0.0,0.134990115786501,0
Adaptive fusion,31337,2,6.726076926804447,0.0,0.0,0.1482632024851737,0
Adaptive fusion,31337,3,6.445030179848702,0.0,0.0,0.158429822084157,0
Adaptive fusion,31337,4,6.269783484070529,0.0,0.0,0.15136966958486303,0
Adaptive fusion,31337,5,6.099109966312827,0.0,0.0,0.15136966958486303,0
Adaptive fusion,31337,6,5.946373200347399,0.0,0.0,0.15108726348489127,0
Sequential (GRU),31337,1,8.18321165816016,0.0,0.0,0.0827449872917255,0
Sequential (GRU),31337,2,7.347787918827427,0.0,0.0,0.09630048009036996,0
Sequential (GRU),31337,3,7.1188716999870305,0.0,0.0,0.10533747528946626,0
Sequential (GRU),31337,4,6.9697440780916,0.0,0.0,0.10336063258966394,0
Sequential (GRU),31337,5,6.830288538875786,0.0,0.0,0.10477266308952274,0
Sequential (GRU),31337,6,6.667495549049954,0.0,0.0,0.09968935329003106,0
Conversation-aware,31337,1,8.015603769324242,0.0,0.0,0.12849477548715052,0
Conversation-aware,31337,2,6.908543566097275,0.0,0.0,0.14317989268568201,0
Conversation-aware,31337,3,6.6132146702397625,0.0,0.0,0.15136966958486303,0
Conversation-aware,31337,4,6.435790743961111,0.0,0.0,0.15588816718441117,0
Conversation-aware,31337,5,6.28959882041849,0.0,0.0,0.15532335498446767,0
Conversation-aware,31337,6,6.159440988729352,0.0,0.0,0.16097147698390285,0
Conversation-aware,31337,7,6.040172320289034,0.0,0.0,0.15927704038407228,0
Conversation-aware,31337,8,5.918507547960059,0.0,0.0,0.1550409488844959,0
Conversation-aware,31337,9,5.798822337678749,0.0,0.0,0.16125388308387462,0
Conversation-aware,31337,10,5.678952531791563,0.0,0.0,0.1516520756848348,0
Conversation-aware,31337,11,5.5620133337105635,0.0,0.0,0.14656876588534312,0
Conversation-aware,31337,12,5.449171117480534,0.0,0.0,0.15278170008472183,0
SASRec,31337,1,13.12348889561184,0.0,0.0,0.05196272239480373,0
SASRec,31337,2,8.234329368353013,0.0,0.0,0.05535159559446484,0
SASRec,31337,3,7.831069700520704,0.0,0.0,0.06071731149392827,0
SASRec,31337,4,7.681343694404585,0.0,0.0,0.06777746399322225,0
SASRec,31337,5,7.567255443778508,0.0,0.0,0.07455521039254448,0
SASRec,31337,6,7.474480647377288,0.0,0.0,0.07737927139226207,0
SASRec,31337,7,7.397770798950034,0.0,0.0,0.08895792149110421,0
SASRec,31337,8,7.328862313492756,0.0,0.0,0.08585145439141485,0
SASRec,31337,9,7.264617739997717,0.0,0.0,0.08472182999152782,0
SASRec,31337,10,7.204905712174331,0.0,0.0,0.09065235809093476,0
SASRec,31337,11,7.143150708843647,0.0,0.0,0.08867551539113244,0
SASRec,31337,12,7.084198774964484,0.0,0.0,0.09121717029087828,0
SASRec,31337,13,7.02639130411168,0.0,0.0,0.09375882519062412,0
SASRec,31337,14,6.968035896594381,0.0,0.0,0.08669867269133014,0
SASRec,31337,15,6.907157640752179,0.0,0.0,0.09065235809093476,0
SASRec,31337,16,6.829739634186483,0.0,0.0,0.08811070319118892,0
KBRD-style,31337,1,8.019156343840022,0.0,0.0,0.12680033888731998,0
KBRD-style,31337,2,6.75010585142372,0.0,0.0,0.15560576108443944,0
KBRD-style,31337,3,6.458275646060989,0.0,0.0,0.16153628918384638,0
KBRD-style,31337,4,6.292179020153863,0.0,0.0,0.16012425868398758,0
KBRD-style,31337,5,6.161343939220382,0.0,0.0,0.16323072578367692,0
KBRD-style,31337,6,6.033927425336118,0.0,0.0,0.16266591358373342,0
KBRD-style,31337,7,5.919361471053535,0.0,0.0,0.1635131318836487,0
KBRD-style,31337,8,5.7959673280775155,0.0,0.0,0.16125388308387462,0
KBRD-style,31337,9,5.675642224747696,0.0,0.0,0.15391132448460887,0
KBRD-style,31337,10,5.552579964907003,0.0,0.0,0.15673538548432647,0
AIPA w/o relationship,31337,1,7.781739430181524,0.7735978075914534,0.4170666052637534,0.1355549279864445,0
AIPA w/o relationship,31337,2,6.762223717990719,0.574132677513791,0.22431636922653522,0.15193448178480656,0
AIPA w/o relationship,31337,3,6.48307838108458,0.5232212667405998,0.1721603515297938,0.15955944648404405,0
AIPA w/o relationship,31337,4,6.309758943141394,0.5001433893973154,0.14919983660130323,0.15136966958486303,137
AIPA w/o relationship,31337,5,6.153052077513049,0.48341315117232164,0.13310900963306543,0.1530641061846936,302
AIPA w/o relationship,31337,6,6.001254771028104,0.47204075611436314,0.12239561630582368,0.1564529793843547,363
AIPA w/o counterfactual,31337,1,7.779901128417321,0.7744886742766055,0.41651935510916505,0.13583733408641627,0
AIPA w/o counterfactual,31337,2,6.759343818195716,0.5754906048637808,0.21503017394639914,0.1522168878847783,0
AIPA w/o counterfactual,31337,3,6.480029251028406,0.5252453145604813,0.16674139410385816,0.15871222818412878,0
AIPA w/o counterfactual,31337,4,6.3052504434020085,0.5023827193402819,0.14675993768478252,0.15108726348489127,134
AIPA w/o counterfactual,31337,5,6.147967979524857,0.4867392506189726,0.132683023995828,0.1530641061846936,255
AIPA w/o counterfactual,31337,6,5.9943672699948065,0.4754907839650482,0.12159271680631299,0.15899463428410054,366
AIPA w/o counterfactual,31337,7,5.844745396746798,0.46947717383817833,0.11459499378211521,0.1550409488844959,514
AIPA w/o counterfactual,31337,8,5.694733001403461,0.4594245685726405,0.10575828305568709,0.14995763908500423,316
AIPA w/o counterfactual,31337,9,5.545647719009636,0.45301687477939645,0.09769096297070769,0.1474159841852584,763
AIPA w/o clarification,31337,1,7.771041356330741,0.7775679885447421,0.28865406703737917,0.13583733408641627,0
AIPA w/o clarification,31337,2,6.7593111884964685,0.5736972620542611,0.16684587833523132,0.15108726348489127,0
AIPA w/o clarification,31337,3,6.478393197049935,0.525923179063641,0.12278582616722176,0.14911042078508896,0
AIPA w/o clarification,31337,4,6.303203221040741,0.5045365080513329,0.1073468677840768,0.15419373058458063,238
AIPA w/o clarification,31337,5,6.143854387753556,0.48877423876934933,0.09105103876773714,0.15136966958486303,538
AIPA w/o clarification,31337,6,5.990043967108185,0.4763759701989159,0.08323844435031866,0.14487432928551255,301
AIPA w/o clarification,31337,7,5.840612304180604,0.46451827320366573,0.07248105008280452,0.14713357808528665,388
AIPA w/o persistence,31337,1,7.779875757417384,0.7715883000186663,0.4153210400514501,0.13668455238633154,0
AIPA w/o persistence,31337,2,6.765938330597763,0.5710735658879452,0.21227484744395567,0.15249929398475007,0
AIPA w/o persistence,31337,3,6.483338964621196,0.5251391177948865,0.1675186573245425,0.14515673538548432,0
AIPA w/o persistence,31337,4,6.308077539263955,0.5047034063759211,0.1528986101797412,0.15249929398475007,148
AIPA w/o persistence,31337,5,6.14812739442351,0.4876919989681805,0.13355090101814754,0.1522168878847783,432
AIPA (rule policy),31337,1,7.778696915263213,0.7761632933426074,0.0,0.134990115786501,0
AIPA (rule policy),31337,2,6.7520170296602116,0.5725992052977131,0.0,0.15136966958486303,0
AIPA (rule policy),31337,3,6.476042802068219,0.5267848319937899,0.0,0.1570177915842982,0
AIPA (rule policy),31337,4,6.299213760403282,0.5047846131875775,0.0,0.1578650098842135,229
AIPA (rule policy),31337,5,6.137145434174974,0.4896321664447527,0.0,0.15108726348489127,142
AIPA (rule policy),31337,6,5.980008854581733,0.4821236470302978,0.0,0.14713357808528665,741
AIPA (rule policy),31337,7,5.824347577584888,0.4728549763807146,0.0,0.1474159841852584,436
AIPA (full),31337,1,7.779875757417384,0.7715883000186663,0.4153210400514501,0.13668455238633154,0
AIPA (full),31337,2,6.765938330597763,0.5710735658879452,0.21227484744395567,0.15249929398475007,0
AIPA (full),31337,3,6.483338964621196,0.5251391177948865,0.1675186573245425,0.14515673538548432,0
AIPA (full),31337,4,6.308077539263955,0.5047034063759211,0.1528986101797412,0.15249929398475007,148
AIPA (full),31337,5,6.14812739442351,0.4876919989681805,0.13355090101814754,0.1522168878847783,432
