target_genre,model,n,seeds,Hit@10_mean,Hit@10_std,NDCG@10_mean,NDCG@10_std
Sci-Fi,AIPA w/o counterfactual,789,5,0.16425855513307985,0.00737289712154575,0.09185137046869682,0.007795666764192271
Sci-Fi,AIPA w/o clarification,789,5,0.16628643852978453,0.017030749842576243,0.09517338658415857,0.00903500677939126
Sci-Fi,AIPA w/o persistence,789,5,0.16223067173637515,0.009033475123551567,0.08891943161122774,0.006359993802891757
Sci-Fi,AIPA (rule policy),789,5,0.1688212927756654,0.01235075053493519,0.09527941204643617,0.010650015417623443
Sci-Fi,AIPA (full),789,5,0.16147021546261092,0.01046989932981667,0.08870274535072038,0.006090085069821159
Thriller,LTP-only,1045,5,0.030813397129186605,0.007853888814806963,0.013144622872143982,0.0048927711232104746
Thriller,STI-only,1045,5,0.09224880382775119,0.003711142474577093,0.0447774708828316,0.0015218598970463406
Thriller,Naive fusion,1045,5,0.0907177033492823,0.005973009199742482,0.04454634372950368,0.002149968034616383
Thriller,Adaptive fusion,1045,5,0.08956937799043062,0.004826610607815691,0.043062976955929096,0.0024425618259296725
Thriller,Sequential (GRU),1045,5,0.05492822966507177,0.010666315631075807,0.024499498688803096,0.004275727768442741
Thriller,Conversation-aware,1045,5,0.10200956937799044,0.010870409049694107,0.04895661466138047,0.004813119938709469
Thriller,SASRec,1045,5,0.04861244019138756,0.009461593947795806,0.020429581047514855,0.003573238800194482
Thriller,KBRD-style,1045,5,0.09779904306220095,0.0029895692539355576,0.04860930295805745,0.003656342647374455
Thriller,AIPA w/o relationship,1045,5,0.08555023923444975,0.001970455529375501,0.042197124331029026,0.0026465014936459625
Thriller,AIPA w/o counterfactual,1045,5,0.08708133971291866,0.003827751196172251,0.04222907496823155,0.0031628802250921067
Thriller,AIPA w/o clarification,1045,5,0.08535885167464115,0.007830534945637815,0.04284334296718869,0.004148346003363044
Thriller,AIPA w/o persistence,1045,5,0.08803827751196172,0.006820489830126495,0.042663283890321056,0.0035207058818908024
Thriller,AIPA (rule policy),1045,5,0.0922488038277512,0.005365682590957392,0.04601100743184371,0.003200984992447645
Thriller,AIPA (full),1045,5,0.08688995215311004,0.0055270924701219725,0.04227084735855676,0.0030660179549736382
